x y
791.8924434454416 192.46369965325982
518.9621800160248 297.9397476681018
1195.5759734825504 400.9189822642011
1212.0161556914868 403.84551279038095
1104.7329515422746 690.0144442716021
1098.1231956275199 699.719053247213
284.79274919714345 505.77041043040373
285.3963376931013 516.7484725046372
1087.1533403767562 707.5127333435287
1500.955549224096 1397.4488010565758
1476.0576759252647 1386.4361698316104
899.7336255727938 105.24276844526203
1109.685175778377 693.7995844414269
1416.6313215896116 1503.0709116779974
899.470728885989 109.65193484130351
807.7152067715792 204.7249627011279
1512.8452138746254 1398.4513860784557
990.6671892278264 1107.5155407757943
308.54575104792514 480.8277101810123
906.374633802155 103.12965724828578
1094.188497435158 698.0818423094885
1397.4932680625707 1494.7500308758613
1404.1124783869266 1488.253061718169
898.3577619117689 105.30296375828547
990.3498330394108 1095.4127553012815
492.0014068975409 297.77571466926895
998.25706791612 1098.0686431290087
92.04726464503987 989.062025512631
889.3499728823213 98.75021193447046
1114.0799678970498 701.2721495524639
798.8278209179383 199.0798486067375
1204.781226862552 395.95467222286186
996.914063866377 1100.7861236914396
119.65974940548756 1002.0786868576421
81.00925575899643 982.1471661184765
802.795849471 196.28914748258384
296.42167542824035 510.05451726505964
805.4012799128332 208.41262082774765
496.5230526332484 293.0403219726754
798.7251655612034 207.51734707509468
117.38436965447623 1013.372773155508
1492.2415012711865 1420.1041229314048
813.5976873276285 200.2994508434646
1494.1986660960436 1393.2371388657539
1509.836487489805 1391.9853330524445
1178.2556078757175 404.42326521587944
997.2161026575317 1096.8818466875957
85.98670627599837 995.408131913958
276.5970689787444 503.9745579020133
1406.8021943077163 1484.0456056229327
800.9334594896062 196.2488314508638
1496.359225903994 1394.0352042599081
498.24545756691947 303.17285825734405
803.8752174451249 193.10592453771903
304.85275522222537 502.84721298701703
1505.4127845555297 1403.0725824254914
494.8603361509114 289.28803485414767
89.98595410471577 1013.8144486836862
298.11562211527394 505.42090907156467
103.97321428458837 985.4049895864077
1501.0535542839577 1394.4498948183684
1095.253301398102 681.1965537467704
504.1306110490651 298.4106051497407
96.54543906397232 1003.8991472119942
1191.873854839486 391.527708751944
890.5954594577047 96.9950758657446
307.10274032310423 482.2561086706225
802.7649744054266 206.0239554425368
900.0304623607608 94.63003690918637
1003.6728370000507 1088.4686205016926
1422.8911371087956 1514.626034704578
1181.0830759015657 385.00558872352747
885.8492944365893 106.66878840655346
1091.4042869285577 708.2503804814534
985.2900732057129 1092.0058944652044
307.1781438033336 505.7607300958014
499.79092445159455 309.5515620502649
1183.973416125774 406.52674495260646
1215.4296119128635 407.3220779253947
486.17093018960895 295.0831984363646
488.12506093232525 312.32623674992027
1205.1154799689957 405.40952034187535
1395.6039316607514 1503.2815443508669
1407.0861791795467 1502.7481620628512
1379.9584520214164 1509.084165539435
92.98502639313553 1012.6798327924289
495.82798274765946 297.58574766213997
1002.834902385262 1087.7856219190228
1406.4912134639899 1508.5570439996968
1097.9851916945504 674.4972737378998
900.8019241657005 93.61946127432009
1473.7984098476104 1411.6187522970974
1192.250558603508 408.5680728419718
1010.4259178825938 1121.9529915489625
1409.474982695472 1502.348414970967
1002.6636330721094 1098.074169823275
307.0551452378793 502.39561379526856
927.3448339261095 105.71497580204947
1103.9763203920725 688.7803898539382
95.59784091821432 1021.8055895533721
